,industry,rank,search_city,search_job,avg_sal,years_exp,degrees_total,sen_job_titles_total,languages_total,visualization_total,big_data_total,cloud_total,platform_total,ds_concepts_total,deep_learning_totals,log_avg_sal
4651,14,3.0,1,1,74000.0,5,1,0,1,2,0,1,1,0,0,11.211833885608513
4652,15,3.6,1,1,74000.0,3,0,0,1,0,0,0,1,0,0,11.211833885608513
4653,8,4.3,1,1,74000.0,3,2,0,1,0,0,0,0,0,0,11.211833885608513
4656,4,4.2,1,1,74000.0,1,1,0,2,0,0,0,0,0,0,11.211833885608513
4657,5,3.0,1,1,125000.0,5,1,0,1,0,0,0,0,0,0,11.736077016252437
4658,12,4.6,1,1,125000.0,5,1,0,0,1,0,0,3,2,0,11.736077016252437
4660,12,3.6,1,1,73000.0,2,1,0,0,1,0,0,0,0,0,11.19822841866684
4661,11,2.8,1,1,67000.0,4,2,0,0,0,0,0,1,0,0,11.112462823634855
4662,4,3.2,1,1,98000.0,1,1,0,4,0,0,0,2,0,1,11.49273296168228
4663,13,4.0,1,1,51500.0,1,1,0,1,0,0,0,0,0,0,10.849356503939038
4665,9,3.3,1,1,92500.0,5,2,0,2,0,1,2,1,2,0,11.434974734252892
4666,8,4.3,1,1,65000.0,3,2,0,1,0,0,0,0,0,0,11.082157933374816
4668,11,3.9,1,1,50500.0,3,0,0,2,0,0,0,0,1,0,10.829748417047593
4669,17,2.3,1,1,48000.0,3,1,0,2,0,0,0,0,1,0,10.778977123006351
4670,11,3.3,1,1,68000.0,1,1,0,1,2,0,0,2,1,0,11.127277689932466
4671,12,4.1,1,1,60000.0,5,1,0,0,1,0,1,1,1,0,11.002116507732017
4672,9,4.2,1,1,60000.0,5,1,0,4,1,0,0,0,1,0,11.002116507732017
4673,12,3.9,1,1,59000.0,3,0,0,1,0,0,0,0,0,0,10.985309671896763
4674,12,4.1,1,1,78500.0,3,2,0,3,0,0,1,1,1,0,11.270866642542865
4675,12,3.6,1,1,70500.0,5,1,0,2,1,0,0,2,2,0,11.163382173096926
4676,5,3.2,1,1,56000.0,2,1,0,0,1,0,0,0,0,0,10.933124826700707
4677,9,4.2,1,1,70000.0,5,1,0,4,3,1,0,0,2,0,11.156264806643742
4678,17,3.6,1,1,67000.0,5,1,0,2,1,0,1,1,0,0,11.112462823634855
4679,19,3.2,1,1,69500.0,3,1,0,2,3,0,0,1,1,0,11.149096419938578
4680,14,3.0,1,1,64500.0,5,1,0,1,2,1,1,1,0,0,11.07443600653965
4682,0,4.3,1,1,57500.0,3,2,0,0,0,0,0,1,0,0,10.959557617938563
4683,12,4.6,1,1,109500.0,5,1,0,0,1,0,0,3,2,0,11.603688960617083
4685,14,3.6,2,1,62500.0,2,1,0,1,0,0,0,1,0,0,11.042937835596494
4686,11,3.3,2,1,66000.0,2,1,0,1,0,0,0,1,1,0,11.097425172408931
4688,13,3.7,2,1,55500.0,5,2,0,0,0,0,0,2,1,0,10.92415631759022
4691,8,4.2,2,1,64000.0,1,2,1,6,1,2,0,1,1,0,11.06665398721974
4693,11,3.7,2,1,126000.0,5,2,1,1,1,0,0,0,1,0,11.744045122410057
4694,24,3.6,2,1,69500.0,1,1,0,1,0,0,1,1,1,0,11.149096419938578
4695,10,3.9,2,1,66000.0,5,0,0,0,0,0,0,0,0,0,11.097425172408931
4696,9,3.7,2,1,76000.0,2,0,0,4,2,2,1,0,1,0,11.23850177707664
4697,13,3.9,2,1,61500.0,2,1,0,1,0,1,0,1,1,0,11.026808713825016
4698,19,3.8,2,1,70500.0,5,1,1,4,2,1,1,1,2,0,11.163382173096926
4699,12,4.3,2,1,61000.0,3,2,0,1,0,0,2,1,2,0,11.0186455364637
4700,11,3.6,2,1,53000.0,3,0,0,3,2,1,0,1,4,0,10.87806606028079
4702,8,4.2,2,1,81000.0,5,1,0,2,2,1,0,0,0,0,11.302216779257382
4703,5,3.9,2,1,58000.0,2,0,0,0,1,0,0,3,1,0,10.968215530759236
4704,8,4.3,2,1,62000.0,2,2,0,2,0,0,0,2,1,0,11.034905792929415
4705,23,2.3,2,1,56000.0,5,2,0,1,1,0,0,1,0,0,10.933124826700707
4706,8,3.5,2,1,69500.0,5,2,0,3,0,0,0,0,1,0,11.149096419938578
4707,9,3.7,2,1,76000.0,4,0,0,2,1,0,0,0,2,0,11.23850177707664
4708,8,3.5,2,1,85000.0,5,1,1,2,0,0,0,1,1,0,11.350418300109132
4709,11,5.0,3,1,65000.0,2,1,1,1,1,0,0,1,2,0,11.082157933374816
4710,5,3.4,3,1,64500.0,5,1,0,1,0,1,0,1,0,0,11.07443600653965
4711,12,2.8,3,1,57500.0,4,1,0,3,0,0,0,0,2,0,10.959557617938563
4712,5,2.5,3,1,45000.0,3,0,0,0,0,0,1,2,1,0,10.714439990727769
4713,11,3.5,3,1,79000.0,5,0,0,1,3,0,0,0,1,0,11.277215789596893
4714,9,3.9,3,1,83000.0,5,1,0,2,0,0,0,0,0,0,11.326607934898927
4715,9,3.7,3,1,78500.0,5,0,0,1,2,0,0,0,1,0,11.270866642542865
4716,5,4.0,3,1,57500.0,2,1,0,5,1,0,0,1,0,0,10.959557617938563
4717,5,3.4,3,1,64500.0,5,1,0,1,0,1,0,1,0,0,11.07443600653965
4718,11,3.6,3,1,65500.0,2,2,0,1,1,0,0,0,1,0,11.089820688682373
4720,11,3.6,3,1,46000.0,1,1,0,2,1,0,0,1,1,0,10.736418414365374
4721,24,3.6,3,1,74000.0,3,2,0,5,3,2,1,0,4,0,11.211833885608513
4722,10,3.5,3,1,66000.0,2,3,0,0,1,0,0,1,1,0,11.097425172408931
4723,11,5.0,3,1,76500.0,3,2,1,1,1,0,0,1,2,0,11.245059091624615
4724,10,3.5,3,1,58000.0,2,1,0,1,0,0,0,1,1,0,10.968215530759236
4725,12,5.0,3,1,52000.0,1,0,0,1,0,1,0,0,2,0,10.859018228147887
4726,11,3.2,3,1,68500.0,8,1,0,4,1,0,0,1,2,0,11.134603622683905
4727,22,3.0,3,1,77500.0,3,1,0,4,2,0,0,2,1,0,11.258046118484
4728,12,2.9,3,1,60500.0,2,1,0,0,0,0,0,1,1,0,11.010415172807951
4729,10,3.5,3,1,53500.0,2,1,0,1,0,0,0,1,1,0,10.887455624298198
4730,12,3.3,3,1,63500.0,5,1,1,1,3,0,0,0,1,0,11.05881093278828
4731,24,3.6,3,1,69000.0,7,1,1,6,1,2,1,1,1,0,11.141876276228
4734,14,3.5,3,1,57500.0,5,3,0,1,2,1,0,2,2,0,10.959557617938563
4736,12,3.7,4,1,70000.0,3,1,0,1,1,0,1,0,1,0,11.156264806643742
4737,5,3.6,4,1,62000.0,1,1,0,2,1,0,0,0,1,0,11.034905792929415
4739,3,4.2,4,1,70500.0,2,1,0,3,0,0,0,0,1,0,11.163382173096926
4740,8,4.3,4,1,60500.0,3,1,0,0,1,0,0,0,2,0,11.010415172807951
4741,0,3.9,4,1,54000.0,3,0,0,0,0,0,0,1,1,0,10.896757843893464
4742,11,3.7,4,1,89500.0,3,2,0,0,0,0,0,0,1,0,11.402005077384885
4743,12,3.5,4,1,59500.0,3,0,0,3,2,0,1,0,1,0,10.993748398115178
4744,5,3.5,4,1,52000.0,3,1,0,0,1,0,0,0,2,0,10.859018228147887
4746,12,5.0,4,1,75000.0,3,1,0,1,1,0,1,0,2,0,11.225256725762893
4747,0,4.1,4,1,61500.0,3,1,0,0,0,0,1,2,3,0,11.026808713825016
4748,12,4.2,4,1,67500.0,3,0,0,1,3,1,0,0,0,0,11.119897691565697
4749,14,3.7,4,1,87000.0,5,2,1,4,2,0,0,2,4,0,11.373674891823535
4751,8,3.9,4,1,31500.0,3,1,0,4,0,0,0,1,1,0,10.357774570341576
4752,8,3.9,4,1,67000.0,7,1,1,1,1,0,0,2,0,0,11.112462823634855
4753,15,4.0,4,1,59500.0,3,1,0,1,0,0,0,0,1,0,10.993748398115178
4754,9,3.5,4,1,108000.0,5,2,1,2,2,0,0,0,0,0,11.58989576532275
4755,4,4.0,4,1,121000.0,4,3,1,2,0,0,0,0,3,0,11.703554089007538
4756,11,3.1,4,1,52500.0,3,0,0,3,2,1,0,2,6,0,10.868587496017359
4757,9,4.1,4,1,76000.0,2,2,0,2,2,1,0,1,5,0,11.23850177707664
4758,12,3.7,4,1,57500.0,4,0,0,0,0,0,0,0,3,0,10.959557617938563
4759,15,3.5,4,1,65500.0,2,1,0,4,1,0,0,0,2,0,11.089820688682373
4760,0,3.6,4,1,130500.0,5,1,2,3,0,0,0,1,0,0,11.779136168550774
4761,8,4.3,4,1,68500.0,4,2,0,1,0,0,1,0,1,0,11.134603622683905
4762,4,4.1,4,1,69500.0,2,2,0,0,0,0,0,0,0,0,11.149096419938578
4764,5,3.1,5,1,54000.0,4,2,0,2,1,0,0,0,1,0,10.896757843893464
4765,8,3.0,5,1,50500.0,2,2,0,1,1,0,0,0,0,0,10.829748417047593
4767,10,3.8,5,1,59500.0,4,0,1,2,0,1,0,1,0,0,10.993748398115178
4768,12,3.8,5,1,56000.0,2,0,0,1,2,1,0,0,0,0,10.933124826700707
4769,5,4.1,5,1,78500.0,2,1,0,2,2,1,0,0,0,0,11.270866642542865
4771,12,3.6,5,1,62000.0,2,0,0,3,2,1,0,1,3,0,11.034905792929415
4772,15,3.5,5,1,59000.0,1,0,0,2,1,0,0,0,1,0,10.985309671896763
4773,15,4.3,5,1,85500.0,2,3,0,5,2,1,0,0,2,0,11.356283350762888
4774,4,3.8,5,1,76500.0,3,1,0,1,0,0,0,0,1,0,11.245059091624615
4775,11,4.3,5,1,60500.0,7,2,0,5,3,1,0,0,2,0,11.010415172807951
4776,9,3.6,5,1,66000.0,3,2,0,4,0,0,0,1,2,0,11.097425172408931
4777,12,3.8,5,1,91500.0,1,0,0,2,1,0,0,0,1,0,11.424105180165641
4778,15,3.4,5,1,66500.0,4,1,0,2,1,0,0,0,1,1,11.104972264124868
4779,9,3.9,5,1,65000.0,5,1,0,1,0,0,1,0,2,0,11.082157933374816
4780,15,3.9,5,1,59500.0,2,2,0,1,1,0,0,0,1,0,10.993748398115178
4781,9,3.8,5,1,93500.0,3,1,0,3,2,0,0,0,3,2,11.44572741040675
4784,9,3.5,5,1,87500.0,8,1,0,2,3,0,0,1,1,0,11.37940550085183
4785,12,3.8,5,1,50500.0,6,0,0,1,0,1,0,0,1,0,10.829748417047593
4786,5,3.4,5,1,98500.0,5,0,1,3,3,0,1,2,6,1,11.49782197939291
4787,12,1.8,5,1,67500.0,2,1,0,2,0,0,0,0,5,0,11.119897691565697
4788,17,3.6,5,1,49000.0,2,0,0,1,0,0,0,2,1,0,10.799595985047786
4789,13,3.9,7,1,121000.0,2,2,0,3,3,0,0,0,1,0,11.703554089007538
4790,18,3.9,7,1,104500.0,7,1,0,0,3,0,0,2,0,0,11.556951919719207
4793,5,3.3,7,1,56500.0,2,1,0,2,1,1,0,0,1,0,10.942013616092948
4794,10,4.0,7,1,94000.0,1,1,0,1,3,0,0,0,1,0,11.451060699493427
4795,11,4.1,7,1,73500.0,1,1,0,2,0,0,0,1,1,0,11.205054290550551
4796,8,4.2,7,1,72500.0,1,1,0,1,0,0,0,0,1,0,11.19135563385109
4800,21,3.7,7,1,65500.0,1,0,0,4,3,1,1,1,2,0,11.089820688682373
4801,4,4.7,7,1,72000.0,5,0,0,4,0,0,1,0,0,0,11.184435286790631
4802,12,4.2,7,1,144500.0,3,1,0,2,2,1,0,0,5,0,11.881041706925902
4803,15,4.5,7,1,101000.0,3,2,0,1,2,0,1,0,3,0,11.522885696764481
4804,12,4.0,7,1,116000.0,3,1,0,2,0,1,0,1,0,0,11.661354090741
4805,13,3.2,7,1,80500.0,2,1,0,4,0,0,0,1,4,0,11.296024885689746
4806,12,3.8,7,1,130500.0,7,0,1,0,2,0,1,2,1,0,11.779136168550774
4808,9,3.9,7,1,75500.0,5,0,0,3,3,0,2,2,1,0,11.231901180182515
4809,14,4.0,7,1,91000.0,7,0,0,0,1,0,0,0,1,0,11.418625774449598
4810,17,3.9,7,1,90000.0,2,2,0,2,0,0,0,1,1,0,11.407576060361786
4811,12,4.3,7,1,111500.0,5,0,0,3,2,1,1,0,1,0,11.621788838451959
4812,5,4.2,7,1,65500.0,2,0,0,4,2,0,0,0,1,0,11.089820688682373
4813,21,4.0,7,1,100500.0,3,2,1,3,3,0,0,0,1,0,11.51792295668052
4814,12,4.4,6,1,55500.0,1,1,0,4,0,1,0,0,2,0,10.92415631759022
4815,12,4.4,6,1,55500.0,2,2,0,6,0,1,0,0,2,0,10.92415631759022
4816,4,3.2,6,1,131500.0,6,2,1,2,0,0,0,0,1,0,11.78676973513378
4817,5,4.1,6,1,91500.0,5,1,0,4,0,1,0,0,2,0,11.424105180165641
4818,23,3.4,6,1,57500.0,4,1,0,2,3,0,0,2,1,0,10.959557617938563
4819,12,4.3,6,1,91500.0,5,0,0,3,2,1,1,0,1,0,11.424105180165641
4820,12,4.0,6,1,93500.0,3,1,0,3,1,0,0,1,4,0,11.44572741040675
4822,14,5.0,6,1,53500.0,3,0,0,1,0,2,0,1,3,0,10.887455624298198
4823,12,4.3,6,1,91500.0,5,0,0,3,2,1,1,0,1,0,11.424105180165641
4824,5,3.9,6,1,35500.0,1,1,0,1,0,0,0,0,1,0,10.477316144080852
4825,4,4.1,6,1,68000.0,2,2,0,0,0,0,0,0,0,0,11.127277689932466
4826,5,3.6,6,1,64000.0,3,0,0,1,1,0,0,2,0,0,11.06665398721974
4828,10,4.0,6,1,80000.0,3,1,1,3,2,0,0,0,0,0,11.289794413577894
4830,9,3.4,6,1,46000.0,5,0,0,2,3,0,0,0,1,0,10.736418414365374
4831,21,3.7,6,1,95000.0,5,0,1,1,1,0,0,0,4,0,11.461642696843066
4833,12,4.0,6,1,63000.0,3,0,1,3,0,1,2,0,0,0,11.050905878263567
4834,11,2.8,6,1,67500.0,1,1,0,0,0,0,1,0,0,0,11.119897691565697
4835,5,3.9,6,1,95000.0,4,0,1,0,3,0,0,3,3,0,11.461642696843066
4837,14,3.3,6,1,76500.0,5,1,1,3,2,0,1,2,0,0,11.245059091624615
4838,21,3.5,6,1,92500.0,4,1,1,4,2,0,0,0,2,0,11.434974734252892
4840,14,3.1,0,0,75000.0,3,1,0,1,0,0,0,0,2,0,11.225256725762893
4841,9,3.7,0,0,75000.0,2,0,0,0,0,0,0,0,1,0,11.225256725762893
4842,12,3.7,0,0,75000.0,5,0,0,1,0,0,0,0,0,0,11.225256725762893
4843,5,3.7,0,0,82500.0,10,0,1,0,0,0,0,0,0,0,11.320565693461432
4844,10,4.1,0,0,47500.0,1,1,0,0,0,0,0,0,1,0,10.768506042432708
4846,12,3.5,0,0,47500.0,1,0,0,1,0,0,0,1,0,0,10.768506042432708
4847,12,4.5,0,0,47500.0,2,1,0,1,2,1,0,1,0,0,10.768506042432708
4848,12,3.9,0,0,47500.0,2,0,0,0,0,1,0,2,3,0,10.768506042432708
4852,12,3.9,0,0,47500.0,1,1,0,0,0,0,0,2,0,0,10.768506042432708
4853,12,4.0,0,0,47500.0,5,2,0,3,0,1,0,0,0,0,10.768506042432708
4855,9,4.4,0,0,47500.0,10,2,0,0,0,0,0,0,0,0,10.768506042432708
4856,12,4.3,0,0,47500.0,5,0,0,1,2,0,0,0,6,0,10.768506042432708
4857,12,3.0,0,0,47500.0,5,0,0,4,2,0,0,0,2,0,10.768506042432708
4858,15,3.6,0,0,47500.0,3,1,0,2,3,0,0,0,3,0,10.768506042432708
4860,12,3.7,0,0,73500.0,5,0,0,1,0,0,0,0,0,0,11.205054290550551
4861,9,4.0,0,0,48000.0,5,2,0,1,0,0,1,0,1,0,10.778977123006351
4862,1,3.8,0,0,62500.0,8,1,0,1,0,0,0,1,0,0,11.042937835596494
4863,9,4.4,0,0,57000.0,5,2,0,2,0,0,1,0,0,0,10.950824090522445
4864,12,2.8,0,0,96500.0,2,2,0,2,0,0,0,0,1,0,11.477308649967686
4865,9,3.5,0,0,65500.0,7,1,0,5,0,0,0,0,0,0,11.089820688682373
4866,0,3.9,0,0,99500.0,10,1,0,0,0,0,0,0,0,0,11.507922973347437
4867,12,4.6,0,0,82000.0,5,0,0,4,2,2,0,0,2,0,11.314486721293981
4868,12,4.0,0,0,64500.0,2,1,0,0,0,0,0,1,0,0,11.07443600653965
4869,5,3.4,0,0,44000.0,5,2,0,0,0,0,0,1,0,0,10.691967639914864
4870,12,4.0,0,0,55000.0,5,2,0,3,0,1,0,0,0,0,10.915106645867503
4871,12,4.5,0,0,55500.0,2,1,0,1,2,1,0,1,0,0,10.92415631759022
4872,12,4.0,0,0,66500.0,5,1,0,1,0,0,1,3,0,0,11.104972264124868
4873,12,3.8,0,0,95500.0,5,1,1,1,2,2,2,2,4,0,11.466891997618188
4874,12,4.5,0,0,87000.0,7,1,0,2,0,0,0,0,0,0,11.373674891823535
4875,14,3.1,0,0,56500.0,3,1,0,1,0,0,0,0,2,0,10.942013616092948
4877,14,4.0,0,0,72000.0,10,2,0,2,3,1,0,0,0,0,11.184435286790631
4879,12,3.0,0,0,77000.0,3,1,0,3,2,0,1,0,4,0,11.251573687764477
4880,12,3.5,0,0,57500.0,1,0,0,1,0,0,0,1,0,0,10.959557617938563
4881,12,4.3,0,0,67000.0,5,0,0,2,2,0,0,0,6,0,11.112462823634855
4882,13,4.3,0,0,73500.0,2,1,0,0,0,0,0,0,0,0,11.205054290550551
4883,21,3.1,0,0,48500.0,3,0,0,2,1,0,0,1,2,0,10.789339695269716
4884,4,3.7,1,0,55000.0,5,1,1,1,0,0,0,0,0,0,10.915106645867503
4885,5,3.9,1,0,52500.0,9,2,0,2,1,0,0,1,0,0,10.868587496017359
4886,0,3.9,1,0,74000.0,1,1,0,0,0,0,0,0,0,0,11.211833885608513
4887,9,3.7,1,0,74000.0,5,2,1,1,0,0,0,2,1,0,11.211833885608513
4888,5,3.6,1,0,74000.0,1,1,0,1,0,0,0,1,0,0,11.211833885608513
4889,10,3.7,1,0,74000.0,3,2,0,1,0,0,0,0,0,0,11.211833885608513
4890,12,3.7,1,0,74000.0,3,0,0,0,0,0,0,0,1,0,11.211833885608513
4891,2,3.2,1,0,74000.0,5,1,0,1,0,0,0,1,0,0,11.211833885608513
4892,21,4.1,1,0,74000.0,5,2,0,1,0,0,0,0,1,0,11.211833885608513
4894,12,4.1,1,0,125000.0,2,0,0,1,0,0,0,1,1,0,11.736077016252437
4896,5,3.6,1,0,100500.0,5,2,1,3,0,0,0,0,0,0,11.51792295668052
4897,12,2.9,1,0,100500.0,8,2,0,0,0,0,1,0,0,0,11.51792295668052
4899,12,2.5,1,0,72000.0,6,1,0,0,0,0,0,0,0,0,11.184435286790631
4900,8,4.5,1,0,72000.0,7,1,1,0,0,0,0,0,0,0,11.184435286790631
4901,11,3.9,1,0,72000.0,8,2,1,1,0,0,0,1,0,0,11.184435286790631
4902,5,3.1,1,0,65500.0,4,1,0,0,0,0,0,0,1,0,11.089820688682373
4904,4,3.7,1,0,144000.0,7,1,1,0,0,0,0,0,0,0,11.87757552297847
4905,9,3.9,1,0,45500.0,1,1,0,1,0,0,1,1,0,0,10.725489582719506
4906,4,3.7,1,0,137500.0,5,1,1,1,0,0,0,0,0,0,11.83138646878959
4907,13,3.8,1,0,53500.0,3,2,1,1,0,0,0,0,1,0,10.887455624298198
4908,13,3.6,1,0,63000.0,1,1,0,0,0,0,0,0,1,0,11.050905878263567
4909,9,4.0,1,0,73000.0,4,2,0,2,0,0,0,0,0,0,11.19822841866684
4910,14,3.2,1,0,74000.0,4,1,0,1,0,0,1,2,1,0,11.211833885608513
4911,13,3.8,1,0,100500.0,5,2,1,2,0,0,0,0,0,0,11.51792295668052
4912,4,3.7,1,0,95000.0,3,1,0,3,1,0,1,1,0,0,11.461642696843066
4913,1,3.8,1,0,62000.0,2,2,0,0,0,0,0,0,1,0,11.034905792929415
4914,13,3.8,1,0,86000.0,2,1,1,1,0,0,0,0,0,0,11.362114203075018
4915,13,3.8,1,0,118500.0,4,3,0,2,0,0,0,0,2,0,11.682676678340282
4916,4,3.9,1,0,72000.0,4,1,0,1,1,0,0,1,3,0,11.184435286790631
4917,5,3.5,1,0,66000.0,3,1,0,3,3,0,1,0,1,0,11.097425172408931
4918,14,4.5,1,0,63000.0,3,0,0,1,0,0,0,0,1,0,11.050905878263567
4920,9,3.3,1,0,101000.0,10,2,1,2,0,0,0,0,1,0,11.522885696764481
4921,5,4.4,1,0,111000.0,5,1,1,1,0,0,0,0,0,0,11.6172944892629
4922,12,3.7,1,0,65500.0,3,0,0,0,0,0,0,0,1,0,11.089820688682373
4923,13,3.8,1,0,106000.0,4,1,1,1,0,0,0,0,2,0,11.571203807011969
4924,9,3.9,1,0,76000.0,7,1,1,3,2,0,0,1,0,0,11.23850177707664
4925,9,3.7,1,0,87000.0,5,2,1,2,0,0,0,2,1,0,11.373674891823535
4926,5,3.6,1,0,53500.0,3,1,0,1,0,0,0,1,0,0,10.887455624298198
4927,5,4.4,1,0,79500.0,5,2,0,0,1,0,1,0,1,1,11.283524879179666
4928,12,4.0,1,0,56000.0,3,2,0,0,0,0,1,0,0,0,10.933124826700707
4929,12,3.3,2,0,76500.0,4,1,0,1,0,0,0,2,1,0,11.245059091624615
4930,22,3.9,2,0,64000.0,4,2,0,1,0,0,0,0,0,0,11.06665398721974
4931,23,3.3,2,0,95000.0,5,0,0,1,0,1,0,0,2,0,11.461642696843066
4933,5,3.4,2,0,56500.0,5,1,0,2,0,0,0,0,1,0,10.942013616092948
4934,14,3.6,2,0,70500.0,2,1,0,1,0,0,0,1,0,0,11.163382173096926
4935,11,3.7,2,0,70500.0,1,1,0,0,0,0,0,2,0,0,11.163382173096926
4937,8,5.0,2,0,51500.0,5,1,0,3,2,0,0,2,1,0,10.849356503939038
4938,9,3.7,2,0,90000.0,3,2,1,4,1,1,0,1,2,0,11.407576060361786
4939,14,3.6,2,0,92500.0,4,1,0,0,0,0,0,0,0,0,11.434974734252892
4940,3,4.4,2,0,68000.0,4,0,1,0,0,0,0,0,1,0,11.127277689932466
4941,14,3.6,2,0,62500.0,2,1,0,0,0,0,0,1,0,0,11.042937835596494
4942,5,3.6,2,0,95000.0,3,1,0,1,1,1,2,1,1,0,11.461642696843066
4943,5,4.3,2,0,52500.0,5,0,0,0,0,0,0,0,0,0,10.868587496017359
4944,23,3.6,2,0,69000.0,3,2,0,2,0,0,0,0,1,0,11.141876276228
4945,11,3.3,2,0,55500.0,2,1,0,1,0,0,0,1,1,0,10.92415631759022
4946,12,3.7,2,0,55500.0,3,1,0,1,2,0,0,3,1,0,10.92415631759022
4947,0,3.4,2,0,52500.0,3,1,0,1,0,0,0,2,1,0,10.868587496017359
4948,5,4.0,2,0,95000.0,10,2,0,3,2,1,0,0,5,0,11.461642696843066
4949,12,4.6,2,0,62500.0,3,1,0,0,0,0,0,0,1,0,11.042937835596494
4950,5,3.3,2,0,53000.0,5,2,0,0,0,0,1,0,0,0,10.87806606028079
4951,12,3.4,2,0,60000.0,2,0,0,1,0,0,0,0,1,0,11.002116507732017
4952,14,3.4,2,0,45000.0,2,0,0,0,0,0,0,0,1,0,10.714439990727769
4953,5,3.5,2,0,70500.0,5,1,0,2,0,0,0,0,2,0,11.163382173096926
4956,21,3.6,2,0,62500.0,4,1,0,0,0,0,0,0,0,0,11.042937835596494
4957,8,5.0,2,0,62500.0,5,1,0,3,2,0,0,2,1,0,11.042937835596494
4958,12,3.3,2,0,67500.0,4,1,0,1,0,0,0,2,1,0,11.119897691565697
4959,13,3.2,2,0,67500.0,5,2,1,1,0,0,0,0,1,0,11.119897691565697
4960,12,2.8,2,0,67500.0,7,0,1,0,0,0,0,0,0,0,11.119897691565697
4962,5,3.4,2,0,67500.0,8,1,0,2,0,0,0,0,0,0,11.119897691565697
4963,5,3.6,2,0,67500.0,2,1,0,0,0,0,0,1,1,0,11.119897691565697
4965,12,4.4,3,0,88000.0,5,0,0,0,0,0,0,0,0,0,11.385103457032141
4966,21,3.1,3,0,84000.0,10,2,1,0,0,0,1,0,1,0,11.338583982516495
4967,1,3.8,3,0,59000.0,2,2,0,0,0,0,0,0,1,0,10.985309671896763
4968,12,4.5,3,0,81000.0,5,0,0,1,0,0,1,1,0,0,11.302216779257382
4969,1,3.7,3,0,75000.0,5,2,2,1,0,0,0,0,0,0,11.225256725762893
4970,9,3.9,3,0,57500.0,8,2,1,3,1,0,0,0,5,0,10.959557617938563
4971,9,2.8,3,0,51500.0,2,1,0,1,0,0,0,0,0,0,10.849356503939038
4972,9,3.9,3,0,97500.0,10,2,2,3,1,0,0,0,5,0,11.487617913343598
4973,12,4.3,3,0,86000.0,2,1,0,0,3,0,0,1,1,0,11.362114203075018
4974,9,3.4,3,0,56000.0,2,0,0,1,0,1,0,2,0,0,10.933124826700707
4975,4,4.0,3,0,61500.0,2,1,0,1,0,0,1,3,1,0,11.026808713825016
4977,9,3.8,3,0,87500.0,5,0,0,0,0,0,1,0,1,0,11.37940550085183
4978,3,3.3,3,0,55500.0,2,0,0,1,2,0,0,0,1,0,10.92415631759022
4979,12,2.8,3,0,69500.0,2,1,0,2,0,1,0,1,0,0,11.149096419938578
4980,9,3.9,3,0,68500.0,5,1,0,1,0,0,0,1,1,0,11.134603622683905
4981,12,4.4,3,0,64000.0,3,0,1,1,2,0,1,0,2,0,11.06665398721974
4982,4,4.2,3,0,70000.0,6,1,0,2,0,0,0,1,2,0,11.156264806643742
4983,12,4.2,3,0,61000.0,5,1,0,1,0,0,0,0,1,0,11.0186455364637
4984,14,3.6,3,0,78000.0,1,2,0,1,0,0,0,0,0,0,11.264476926102367
4985,9,3.7,3,0,91000.0,2,2,0,1,0,0,0,1,0,0,11.418625774449598
4986,23,3.0,3,0,66500.0,5,2,0,1,0,1,0,1,1,0,11.104972264124868
4987,1,4.0,3,0,60000.0,3,2,0,2,3,0,0,0,1,0,11.002116507732017
4988,4,4.0,3,0,62000.0,3,0,0,1,1,1,2,0,2,0,11.034905792929415
4989,9,4.0,3,0,60000.0,4,1,0,1,1,0,2,1,2,0,11.002116507732017
4990,21,3.9,3,0,62500.0,3,2,0,1,0,0,0,0,0,0,11.042937835596494
4992,18,4.5,4,0,67000.0,8,1,1,0,0,0,0,0,1,0,11.112462823634855
4993,5,3.9,4,0,92500.0,4,1,1,1,0,0,0,0,0,0,11.434974734252892
4994,5,3.9,4,0,92500.0,5,1,0,0,0,0,1,0,0,0,11.434974734252892
4995,14,5.0,4,0,62500.0,5,1,0,0,0,0,0,1,0,0,11.042937835596494
4996,9,3.5,4,0,62500.0,2,1,0,1,1,0,0,1,1,0,11.042937835596494
4997,11,4.1,4,0,62500.0,4,1,0,0,0,0,0,0,0,0,11.042937835596494
4998,3,3.3,4,0,62500.0,5,1,1,1,0,0,0,0,1,0,11.042937835596494
4999,12,3.0,4,0,62500.0,5,1,0,2,0,0,0,0,0,0,11.042937835596494
5000,12,4.7,4,0,62500.0,7,1,0,1,0,0,0,0,0,0,11.042937835596494
5001,9,3.7,4,0,62500.0,7,0,0,1,0,0,0,2,2,0,11.042937835596494
5003,12,4.3,4,0,62500.0,7,1,0,0,1,0,0,1,0,0,11.042937835596494
5004,12,3.3,4,0,66500.0,2,0,0,3,2,0,0,0,1,0,11.104972264124868
5005,6,4.8,4,0,57500.0,5,1,0,4,2,0,0,0,1,0,10.959557617938563
5006,14,3.1,4,0,55000.0,2,1,0,0,0,0,0,0,0,0,10.915106645867503
5007,12,3.4,4,0,69000.0,3,0,0,0,0,0,0,0,1,0,11.141876276228
5008,12,3.3,4,0,53500.0,2,1,0,3,2,0,0,2,2,0,10.887455624298198
5009,23,3.4,4,0,68000.0,3,1,0,3,4,1,0,1,1,0,11.127277689932466
5010,18,4.5,4,0,102500.0,8,1,1,0,0,0,0,0,1,0,11.537627833610571
